,nombre_artista,bio,listeners,playcount,similar
1708,Scumbags,"Have 2 bands called Scumbags

1: Scumbags is a Russian Hardcore band from Moscow, formed in 2012. Scumbags play music in vein of Infest, Trash Talk and Ceremony.

Vocals: Sarhan; Guitar: Roman; Bass: Tim; Drums: Ivan.

2: Scumbags is a brazilian punk band from Joinville, Santa Catarina.

Vocals and guitar: José; Bass: Jorge; Drums: Chris. <a href=""https://www.last.fm/music/Scumbags"">Read more on Last.fm</a>",619,5098,"['planoreal', 'Water Rats', 'Soco HC', 'Worshit', 'Rearranged']"
1709,ORANGE RANGE,"ORANGE RANGE, オレンジレンジ, is one of the most popular rock/pop/R&B groups from Okinawa, Japan. They were formed in 2001 by NAOTO and KATCHAN. They were soon joined by YOH, HIROKI, RYO (YOH's younger brother), and finally YAMATO.

They've released nearly 10 full albums (Including the Remix album Squeezed), 1 mini-album and over 20 singles since 2002. Their second album musiQ was their breakthrough hit, and their single Hana sold over 661,000 copies in less than two months. <a href=""https://www.last.fm/music/ORANGE+RANGE"">Read more on Last.fm</a>",301235,6897260,"['Aqua Timez', 'Flow', 'UVERworld', 'V6', 'ポルノグラフィティ']"
1710,Richard Stepp," <a href=""https://www.last.fm/music/Richard+Stepp"">Read more on Last.fm</a>",5591,20669,"['American Flyer', 'Eric Tagg', 'Brian Elliot', 'Jerry Corbetta', 'the bernhardts']"
1711,Nahuel Briones," <a href=""https://www.last.fm/music/Nahuel+Briones"">Read more on Last.fm</a>",1885,21839,"['Paula Maffia', 'Daiana Leonelli', 'Mariana Michi', 'Lucy Patané', 'Maca Mona Mu']"
1712,Rolie Polie Guacamole," <a href=""https://www.last.fm/music/Rolie+Polie+Guacamole"">Read more on Last.fm</a>",1992,7530,"['Sharon, Lois & Bram', 'Ganoona & Bianca', 'Wellsville', 'Caira Paravel', 'The Superstation']"
1713,LUCCI," Lucci is an artist out of Andover, Massachusetts, creating a musical style he deemed thugstep, a mixture of dubstep, rap, and hardcore. He started in punk bands since the age of 12, but since going solo and producing all of his own music, he has released Nightmare on Mass Ave and Blunts Brews Bitches. His album Splack! was released to digital retailers on 1/1/13 and his newest mixtape Boston George has shown his progression, sonically and lyrically.
 <a href=""https://www.last.fm/music/Lucci"">Read more on Last.fm</a>",20375,203626,"['Zequin', 'Ghost Killer Track', 'Jolagreen23', 'JMK$', 'Zeu']"
1714,Paul Begge,"Russian DJ and producer born 20 August 1989 in Moscow <a href=""https://www.last.fm/music/Paul+Begge"">Read more on Last.fm</a>",657,2388,"['Babalao', 'Morgan Tomas', 'Raditz Room', 'TWIST3D', 'Aalberg And Angstrom']"
1715,The Unborn Child," <a href=""https://www.last.fm/music/The+Unborn+Child"">Read more on Last.fm</a>",215,796,[]
1716,The Criminal Minds,"The Criminal Minds were early 90's UK breakbeat hardcore producers with releases on White House and Labello Blanco. DJ Halo and Chase 1 formed The Criminal Minds in 1985,and while at college DJ Halo met Iceski who would become the lead emcee in The Criminal Minds. Upon meeting another DJ called Spatts they released their first EP entitled 'Guilty As Charged', this EP was funded by Halo selling his decks and the group, plus friends and family chipping in with some cash. <a href=""https://www.last.fm/music/The+Criminal+Minds"">Read more on Last.fm</a>",7406,52810,"['Acen', 'DJ Seduction', 'The House Crew', 'Hyper-On Experience', 'ManiX']"
1717,Assimilated," <a href=""https://www.last.fm/music/Assimilated"">Read more on Last.fm</a>",109,806,"['Rambadu', 'tsott', 'Fernie', 'Martyn Päsch', 'Save Your Atoll']"
1718,Jonas Kopp,"Jonas Kopp - Spectral Sound / Mindtrip Music [Buenos Aires, Argentina]

Born in Buenos Aires, Argentina in 1981, Jonas Kopp launched his career as a producer was when he was nineteen years old. After seven years of hard work he has established himself as one of the most representative Argentine talents in the minimal and techno global scene. Known for the constant hypnotic flavor in his tracks, coupled with deep bass lines and use of effects like reverb and LFO's <a href=""https://www.last.fm/music/Jonas+Kopp"">Read more on Last.fm</a>",18707,133286,"['Truncate', 'Developer', 'Oscar Mulero', 'Shed', 'James Ruskin']"
1719,Eduardo De la Calle,"Director from the well-known electronic music documentary Beatz. The music chameleon Eduardo de la Calle. Across a glittering 18 year production career, under an array of aliases, Madrid-based über producer de la Calle has worked with many of the most important labels of modern times - Hivern Discs, Mule Musiq, Semantica, Non Plus, Non Series, Mental Groove - as well as fathering his own vinyl-only imprint Analog Solutions. It's hard to put a fine point on Eduardo's sound. <a href=""https://www.last.fm/music/Eduardo+de+la+Calle"">Read more on Last.fm</a>",8547,50547,"['Jeroen Search', 'Cassegrain', 'Markus Suckut', 'Sawlin', 'Mike Dehnert']"
1720,Marst," <a href=""https://www.last.fm/music/Marst"">Read more on Last.fm</a>",1363,5433,"['Human Machine', 'Andy Bros', 'Electric Rescue', 'Arjun Vagale', 'David Granha']"
1721,FAST BASSTON," <a href=""https://www.last.fm/music/FAST+BASSTON"">Read more on Last.fm</a>",13526,116453,"['HypeRave', 'TURBORAVE', 'D-Push', 'Tektony', 'Catch & Release']"
1722,Progression (UK)," <a href=""https://www.last.fm/music/Progression+(UK)"">Read more on Last.fm</a>",1008,3847,"['Endlec', 'Panic Dispenser', 'Scalameriya', 'Bas Mooy', 'Kwartz']"
1723,Anders Ilar,"Anders Ilar (born December, 1973) is a Swedish electronic musician and producer.

Born in Ludvika, Ilar grew up in the little town that is surrounded by woods and lakes, and started playing the piano when he was six. However, he gradually lost interest after he started taking lessons. Instead, he became fascinated with electronic sounds and science fiction, and grew up listening to Depeche Mode, Kraftwerk and Tangerine Dream.

By the time Ilar was a teenager <a href=""https://www.last.fm/music/Anders+Ilar"">Read more on Last.fm</a>",71211,780343,"['Monolake', 'Yunx', 'Kangding Ray', 'Mikkel Metal', 'Conforce']"
1724,Jumping Back Slash," <a href=""https://www.last.fm/music/Jumping+Back+Slash"">Read more on Last.fm</a>",2107,9142,"['Big Space', 'Aero Manyelo', 'The Brother Moves On', 'Nonku Phiri', 'DJ Zinhle']"
1725,BASSTON," <a href=""https://www.last.fm/music/BASSTON"">Read more on Last.fm</a>",81194,1024290,"['TECHNO N TEQUILLA', 'DjSM', 'Jayron', 'Durdenhauer', 'KXXMA']"
1726,Laminin Music," <a href=""https://www.last.fm/music/Laminin+Music"">Read more on Last.fm</a>",64,167,['Erdi Irmak']
1727,Ajnkana," <a href=""https://www.last.fm/music/Ajnkana"">Read more on Last.fm</a>",908,6336,"['Grad_U', 'Faserklang', 'Adria Duch', 'Nicolas Barnes', 'Giacomo Pellegrino']"
1728,Arnaud Le Texier,"French born artist Arnaud Le Texier started Safari Electronique in London, 2005. An artist with plenty of knowledge and substance behind him, Arnaud had been on the electronic music scene for over 10 years before commencing with Safari Electronique.

Arnaud’s career dates back to 1990 when he first began managing record shops and building what is now a huge archive of knowledge, taste and musical dedication to his name. His five year residency at <a href=""https://www.last.fm/music/Arnaud+Le+Texier"">Read more on Last.fm</a>",7544,41301,"['Vertical Spectrum', 'Von Grall', 'A Thousand Details', 'Zadig', 'Kessell']"
1729,Boo Williams,"Copied from Discogs (http://www.discogs.com/artist/Boo+Williams):

Real Name: Willie Griffin

Born July 20, 1967 in Chicago, Boo Williams has been a part of the city's house music entourage since 1981. This was when he first stepped up to the turntables and started DJing. Later on in the 1990's, Boo began production and then later remixing in '93. He started out parting on the city's south side soon introduced to Glenn Underground who got him started in music production. <a href=""https://www.last.fm/music/Boo+Williams"">Read more on Last.fm</a>",23715,111190,"['Kerri Chandler', 'Ron Trent', 'Glenn Underground', 'Chez Damier', 'Mr. Fingers']"
1730,Marc Molina," <a href=""https://www.last.fm/music/marc+molina"">Read more on Last.fm</a>",597,1464,"['Jay Lumen & Max Demand', 'Proudly People', 'Milk & Sugar', 'Piem', 'Audiowhores Feat. Stee Downes']"
1731,Faserklang,"Living in Kassel Germany., Producing dubtechno and experimenting with other kinds of electronic music.
Founder of the label Melotonin.
https://soundcloud.com/faserklang1 <a href=""https://www.last.fm/music/Faserklang"">Read more on Last.fm</a>",2091,13271,"['Davor Tosovic', 'J. Nandez', 'Mielafon', 'Dubkrans', 'Ajnkana']"
1732,Drumcomplex," <a href=""https://www.last.fm/music/Drumcomplex"">Read more on Last.fm</a>",10038,33762,"['Dave Sinner', 'Andre Keller', 'Kristian Heikkilä', 'Fabio Florido', 'Beico & Mt93']"
1733,Eat Static,"Eat Static is Merv Pepler, an electronic music project from England, UK formed in 1990. Joie Hinton left the group in February 2008 after 18 years to spend more time with his family.

Merv Pepler and Joie Hinton met as drummer and keyboard player (respectively) for the Ozric Tentacles, a long-standing psychedelic ""space-rock"" band from Somerset. Although the Ozrics incorporated elements of electronic music, Pepler and Hinton were drawn towards the rave-oriented dance music. <a href=""https://www.last.fm/music/Eat+Static"">Read more on Last.fm</a>",95696,1113833,"['The Infinity Project', 'Hallucinogen', 'Astralasia', 'Doof', 'System 7']"
1734,Emadj," <a href=""https://www.last.fm/music/emadj"">Read more on Last.fm</a>",1968,8137,"['4 Beatz vs. Martillo Perverzo', 'DjMarqAurelXP', 'Masha Divine', 'Melissa Tech', 'Shane Wittig']"
1735,Axel Terblanche," <a href=""https://www.last.fm/music/Axel+Terblanche"">Read more on Last.fm</a>",206,519,"['Michael A', 'Ewan Rill', 'Analog Jungs', 'Antrim', 'Anton MAKe']"
1736,Ovnimoon,"Hector Stuardo’s, known as Ovnimoon, is one of the precursors of Psy- and Progressive Trance in Chile. Playing for more than 9 years Ovnimoon spinned records on most of the big events in his country, like Loveparade, Earthdance and countless gigs nationwide. As producer Ovnimoon provides a wide range of styles from Chillout to Psytrance and has released already on labels like Spliff Music, Geomagnetic TV, YSE, Groove Control and even on Warner Rec. <a href=""https://www.last.fm/music/Ovnimoon"">Read more on Last.fm</a>",40427,465818,"['Protonica', 'Zyce', 'Astrix', 'Sonic Species', 'Ticon']"
1737,J.P. Velardi," <a href=""https://www.last.fm/music/J.P.+Velardi"">Read more on Last.fm</a>",198,477,"['Dylan Deck', 'Analog Jungs', 'Michael A', 'Madloch', 'Ricardo Piedra']"
1738,myni8hte," <a href=""https://www.last.fm/music/myni8hte"">Read more on Last.fm</a>",436,4481,"['Druce', 'skyline project', 'Sunset Moments', 'Jettan', 'L_DG']"
1739,Adip Kiyoi," <a href=""https://www.last.fm/music/Adip+Kiyoi"">Read more on Last.fm</a>",11430,77417,"['Roman Messer', 'Michael Milov', 'Tycoos', 'Rene Ablaze', 'Ron with Leeds']"
1740,tranzLift," <a href=""https://www.last.fm/music/tranzLift"">Read more on Last.fm</a>",5598,43388,"['Geert Huinink', 'Sergey Nevone', ""Simon O'Shine"", 'Mostfa & Mostfa', 'André van Reese']"
1741,Planet Fuse,"Planet Fuse is Stefan Ingwertsen. Began everything with a Melodika at the tender age of 7 years old (D.O.B. 13.03.71). Afterwards i undertook piano instruction for five years; At the time my parents nearly had to force me just to practise. At the age of 14 years I had a key experience in my school, I heard from the music hall a strange, but very interesting sound, i was very fascinated, I heard and saw for the first time a Synthesizer (Korg Trident). <a href=""https://www.last.fm/music/Planet+Fuse"">Read more on Last.fm</a>",1321,7439,"[""Mega 'Lo Mania"", 'Tyrome', 'Loving Loop', 'Cocooma', 'DJ Yanny & The Paragod']"
1742,Niceshot," <a href=""https://www.last.fm/music/Niceshot"">Read more on Last.fm</a>",648,1905,"['Weird Sounding Dude', 'Andrés Moris', 'Paul Deep (AR)', 'RIC NIELS', 'Antrim']"
1743,Jordy Eley," <a href=""https://www.last.fm/music/Jordy+Eley"">Read more on Last.fm</a>",3770,16211,"['Attila Syah', 'Exis', 'Monoverse', 'Saad Ayub', 'M.I.K.E. Push']"
1744,Fred Tremblay," <a href=""https://www.last.fm/music/Fred+Tremblay"">Read more on Last.fm</a>",575,4944,"['Bob Bissonnette', 'Lendemain de Veille', 'Jérôme 50', 'Bleu Jeans Bleu', 'Madiba King']"
1745,Balraj," <a href=""https://www.last.fm/music/Balraj"">Read more on Last.fm</a>",513,2648,"['Sucha Yaar', 'Mehtab Virk', 'Sartaj Virk', 'Ravneet', 'Navjeet']"
1746,ADR Anand," <a href=""https://www.last.fm/music/Adr+Anand"">Read more on Last.fm</a>",3,6,[]
1747,Misramolai," <a href=""https://www.last.fm/music/Misramolai"">Read more on Last.fm</a>",100,1535,"['Yen Rustam', 'Ratu Sikumbang', 'Ria Amelia', 'Boy Shandy', 'rayola']"
1748,Khushi Joshi," <a href=""https://www.last.fm/music/Khushi+Joshi"">Read more on Last.fm</a>",45,138,"['Jitendra Tomkyal', 'Mamta Arya', 'Fauji Lalit Mohan Joshi', 'Pappu Karki', 'Lalit Mohan Joshi']"
1749,Pawan," <a href=""https://www.last.fm/music/Pawan"">Read more on Last.fm</a>",186,3194,"['Nagpuri Diwana', 'Manoj Sahri', 'Pawan Roy', 'Chhotelal Oraon', 'Ignesh Kumar']"
1750,Trion Mahanta," <a href=""https://www.last.fm/music/Trion+Mahanta"">Read more on Last.fm</a>",7,34,[]
1751,Dikshu Thakur," <a href=""https://www.last.fm/music/Dikshu+Thakur"">Read more on Last.fm</a>",1,1,[]
1752,Vijay Bhate," <a href=""https://www.last.fm/music/Vijay+Bhate"">Read more on Last.fm</a>",373,1360,"['Prashant Nakti', 'Sonali Sonawane', 'Preet Bandre', 'Keval Walanj', 'Harshavardhan Wavare']"
1753,Aamin Barodi," <a href=""https://www.last.fm/music/Aamin+Barodi"">Read more on Last.fm</a>",347,1340,"['Sumit Parta', 'SURENDER ROMIO', 'Vinu Gaur', 'Shiva Choudhary', 'Raj Mawar']"
1754,Santhali Diwana," <a href=""https://www.last.fm/music/Santhali+Diwana"">Read more on Last.fm</a>",29,81,"['Stephan Tudu', 'Raju Soren', 'Shivendra Murmu']"
1755,Wayne Toups,"Wayne Toups http://www.waynetoups.com (born October 2, 1958 in Lafayette, Louisiana) is one of the most commercially successful American Cajun singers. He is also a songwriter.

Wayne Toups was born into a family of rice farmers in Crowley, Louisiana. He first picked up an accordion when he was 13 and quickly began winning local accordion contests. Toups has combined his love of Cajun music, rock, R&B, and zydeco into a genre he calls Zydecajun. He sings in both English and French. <a href=""https://www.last.fm/music/Wayne+Toups"">Read more on Last.fm</a>",6801,76282,"['Zydecajun', 'Wayne Toups & Zydecajun', ""Jamie Bergeron & The Kickin' Cajuns"", 'Travis Matte and the Zydeco Kingpins', 'Horace Trahan']"
1756,Valuá," <a href=""https://www.last.fm/music/Valu%C3%A1"">Read more on Last.fm</a>",17489,166390,"['Rafa Pinta', 'Aíla', 'Omulu', 'Malka', 'Lamparina e A Primavera']"
1757,Orlando Pops Orchestra," <a href=""https://www.last.fm/music/Orlando+Pops+Orchestra"">Read more on Last.fm</a>",19583,89178,"['Irish Ceili Band', 'Spailpin, Column MacOirea', 'Yvonne S. Moriarty', 'Saint Louis Symphony Orchestra', 'Richard Rossbach']"
1758,Mieke Telkamp,"Mieke Telkamp, (Maria Berendina Johanna Telgenkamp, Oldenzaal, The Netherlands, June 14, 1934 - Zeist, The Netherlands, October 20, 2016) was a Dutch singer.
 
She is best known for the song ""Waarheen, Waarvoor"" (""Where To, What For"") a song in the original Dutch version of Charles Hille, written to the tune of ""Amazing Grace"", which has sold over a million copies in the Netherlands. In the Netherlands, the song was for years the most popular song that was played at funerals. <a href=""https://www.last.fm/music/Mieke+Telkamp"">Read more on Last.fm</a>",2484,9689,"['Kilima Hawaiians', 'The Kilima Hawaiians', 'Frans Bauer & Marianne Weber', 'Honey Twins', 'Leo Leandros']"
